id,name_ja,name_en,name_zh_hant,name_zh_hans,name_th,name_ko,name_vi
340,折り紙,origami,,,โอริกามิ,종이접기,origami (xếp giấy)
341,吊り橋,suspension bridge,吊橋,吊桥,สะพานแขวน,현수교,cầu treo
342,洞,cave,,,ถ้ำ,동굴,hang động
343,動物,animals,,,สัตว์,동물,động vật
344,ジム,gym,,,ยิม,체육관,phòng thể dục
345,競馬,horse races,賽馬,赛马,แข่งม้า,경마,cuộc đua ngựa
346,脱出ゲーム,escape games,,,escape games,탈출 게임,trò chơi trốn thoát
347,武道,martial arts,,,ศิลปะการต่อสู้,무도,võ thuật
348,陶芸工房,ceramics workshop,,,โรงเครื่องปั้นดินเผา,도예 공방,xưởng gốm
349,下町,working class areas,下町,下町,ดาวน์ทาวน์,시타마치,khu vực tầng lớp lao động
350,文化財,cultural assets,文化財產,文化财产,มรดกทางวัฒนธรรม,문화재,tài sản văn hóa
351,和室,japanese-style room,和室,和室,ห้องสไตล์ญี่ปุ่น,일본식 방,phòng kiểu Nhật
352,日本三景,japan's three famous sights,日本三景,日本三景,สามสุดยอดทิวทัศน์ในญี่ปุ่น,일본 3경,ba điểm tham quan nổi tiếng của Nhật Bản
353,美術館,art gallery,美術館,美术馆,พิพิธภัณฑ์ศิลปะ,미술관,triển lãm nghệ thuật
354,海水浴場,beach,海水浴場,海水浴场,ชายหาด,해수욕장,bờ biển
355,音楽祭,music festival,音樂祭,音乐祭,เทศกาลดนตรี,음악제,lễ hội âm nhạc
356,鍾乳洞,solutional cave,鐘乳石洞,钟乳石洞,ถ้ำหินปูน,종유동,hang động thạch nhũ
357,買い物,shopping,購物,购物,ช็อปปิ้ง,쇼핑,mua sắm
358,お化け屋敷,haunted house,,鬼屋,บ้านผีสิง,유령의 집,ngôi nhà ma
359,ライトアップ,,點燈,点灯,ไลท์อัพ,야간 조명 행사,
360,本屋,bookstore,書店,书店,ร้านหนังสือ,서점,hiệu sách
361,見学施設,factory tour,觀光工廠,观光工厂,ทัศนศึกษา,견학 시설,tham quan nhà máy
362,サーキット,race track,賽車場,赛车场,สนามแข่งรถ,서킷,đường đua
363,観覧車,ferris wheel,摩天輪,摩天轮,ชิงช้าสวรรค์,관람차,bánh xe đu quay
364,気球,hot air balloon,熱氣球,热气球,บอลลูน,기구,khinh khí cầu
365,マリンスポーツ,water sports,水上活動,水上活动,กีฬาทางน้ำ,해양 스포츠,thể thao dưới nước
366,離島,,島,岛,เกาะกลางทะเล,낙도,
367,自然,nature,自然,自然,ธรรมชาติ,자연,thiên nhiên
368,鳥居,,鳥居,鸟居,โทริอิ,토리이,
369,蚤の市,,市集,市集,ตลาดนัด,플리마켓,
7914,モデルコース,travel itinerary,示範行程,示范行程,แพลนเที่ยวยอดฮิต,기본 관광 코스,hành trình du lịch
7934,イベント,events,活動,活动,อีเวนต์,이벤트,sự kiện
370,屋台,street food,路邊攤,路边摊,ยะไต,노점,thức ăn đường phố
371,から揚げ,karaage,,,คาราอาเกะ,가라아게,gà chiên Karaage
372,煎茶,japanese tea,,,ชาญี่ปุ่น,녹차,trà Nhật bản
373,レストラン,restaurant,,,ร้านอาหาร,레스토랑,nhà hàng
374,デザート,sweets,甜點,甜点,ของหวาน,디저트,kẹo bánh
375,牡蠣,oysters,,牡蛎,หอยนางรม,굴,hàu
376,焼きそば,yakisoba,,炒面,ยากิโซบะ,야키소바,mì xào yakisoba
377,ベジタリアン,vegetarian,素食,素食,มังสวิรัติ,채식주의자,ăn chay
378,ビール,beer,啤酒,啤酒,เบียร์,맥주,bia
379,カレー,curry,咖哩,咖哩,แกงกะหรี่,카레,cà ri
380,鍋,hot pot,火鍋,火锅,หม้อไฟ,전골,lẩu
381,抹茶,matcha,抹茶,抹茶,มัทฉะ,말차,Trà xanh matcha
382,海鮮丼,kaisendon,海鮮丼,海鲜丼,ไคเซนด้ง,해산물 덮밥,cơm hải sản (kaisendon)
383,ディナー,dinner,晚餐,晚餐,อาหารเย็น,디너,bữa tối
384,マグロ,tuna,,鲔鱼,มากุโระ,참치,cá tuna
385,オーガニック,organic,,,ออร์แกนิค,유기농,hữu cơ
386,とんかつ,tonkatsu,炸豬排,炸猪排,ทงคัตสึ,돈가스,thịt lợn chiên bột (tonkatsu)
387,定食,set meal,定食,定食,อาหารชุด,정식,đặt bữa ăn
388,インスタントラーメン,instant ramen,泡麵,泡麵,บะหมี่กึ่งสำเร็จรูป,인스턴트 라면,mỳ ramen ăn liền
389,醤油ラーメン,shoyu ramen,,,โชยุราเมง,쇼유 라멘,mỳ ramen shoyu
390,ほうじ茶,hojicha,,,ชาโฮจิ,호지차,bồi trà (hojicha)
391,居酒屋,izakaya,居酒屋,居酒屋,อิซากายะ,이자카야,quán nhậu
392,いちご,strawberry,,草莓,สตรอเบอร์รี่,딸기,dâu tây
393,天ぷら,tempura,天婦羅,天妇罗,เทมปุระ,덴푸라,tempura
394,神戸牛,kobe beef,,,เนื้อโกเบ,고베 소고기,thịt bò Kobe
395,刺身,sashimi,生魚片,生鱼片,ซาชิมิ,회,món cá sống (sashimi)
396,松坂牛,matsusaka beef,,,เนื้อมัตสึซากะ,마츠사카 소고기,thịt bò Matsusaka
397,駅弁,ekiben,,铁路便当,ข้าวกล่องรถไฟ,에키벤 도시락,cơm hộp bán tại ga
398,塩ラーメン,salt ramen,,,ราเมงเกลือ,시오 라멘,mỳ ramen muối
399,味噌ラーメン,miso ramen,,,มิโซะราเมง,미소 라멘,mỳ ramen miso
400,豚骨ラーメン,tonkotsu ramen,,,ทงคตสึราเมง,돈코츠 라멘,mỳ ramen hầm xương
401,和牛,wagyu,和牛,和牛,วากิว,와규,bò Nhật Bản
402,天丼,tendon,,天丼,เทนด้ง,일식 튀김 덮밥,cơm tempura (tendon)
403,軽食,,,轻食,ของว่าง,간단한 식사,
404,サラダ,salad,,沙拉,สลัด,샐러드,sa lát
405,豚肉,pork,豬肉,猪肉,เนื้อหมู,돼지고기,thịt heo
406,牛タン,beef tongue,牛舌,牛舌,ลิ้นวัว,우설,lưỡi bò
407,精進料理,buddhist cuisine,,精进料理,อาหารมังสวิรัติ,사찰요리,ẩm thực phật giáo
408,ケーキ,cake,蛋糕,蛋糕,เค้ก,케이크,bánh ngọt
409,かに,crab,螃蟹,螃蟹,ปู,게,cua
410,ワッフル,waffle,,,วาฟเฟิล,와플,bánh quế (waffle)
411,伊勢海老,spiny lobster,,,กุ้งอิเสะ,닭새우,tôm rồng
412,ピザ,pizza,披薩,披萨,พิซซ่า,피자,pizza
413,餃子,gyoza,餃子,饺子,เกี๊ยวซ่า,만두,sủi cảo
414,ビーガン,vegan,,纯素食,วีแกน,비건,thuần chay
415,カフェ,cafe,咖啡廳,咖啡厅,คาเฟ่,카페,quán cà phê
416,パン,bread,麵包,麵包,ขนมปัง,빵,bánh mỳ
417,お米,rice,米,米,ข้าว,쌀,cơm
418,焼酎,shochu,燒酒,烧酒,โชจู,일본소주,rượu shochu
419,おにぎり,onigiri,飯糰,饭糰,โอนิกิริ,주먹밥,cơm nắm (onigiri)
420,うなぎ,unagi,鰻魚,鳗鱼,ปลาไหล,장어,lươn
421,納豆,natto,納豆,纳豆,นัตโตะ,낫토,đậu hũ thúi (natto)
422,お好み焼き,okonomiyaki,御好燒,御好烧,โอโคโนมิยากิ,오코노미야키,bánh xèo kiểu Nhật (okonomiyaki)
423,たこ焼き,takoyaki,章魚燒,章鱼烧,ทาโกยากิ,타코야키,bạch tuộc chiên bột (takoyaki)
424,馬肉,horse meat,,马肉,เนื้อม้า,말고기,thịt ngựa
425,すき焼,sukiyaki,壽喜燒,寿喜烧,สุกี้ยากี้,스키야키,lẩu sukiyaki
426,日本酒,japanese alcohol,日本酒,日本酒,เหล้าญี่ปุ่น,일본주,rượu Nhật
427,ハンバーガー,hamburger,漢堡,汉堡,แฮมเบอร์เกอร์,햄버거,hamburger
428,丼ぶり,rice bowl dishes,丼飯,丼饭,ดงบุริ,덮밥,bát cơm
429,サンドウィッチ,sandwich,三明治,三明治,แซนด์วิช,샌드위치,bánh mì sandwich
430,ちゃんこ鍋,chanko,相撲火鍋,相扑火锅,จังโกะ,챤코나베,lẩu sumo (chanko)
431,揚げ物,fried foods,炸物,炸物,ของทอด,튀김,đồ ăn chiên
432,フルーツ,fruit,水果,水果,ผลไม้,과일,trái cây
433,懐石料理,kaiseki,懷石料理,怀石料理,อาหารไคเซกิ,가이세키 요리,ẩm thực kaiseki
434,ハラル,halal,清真,清真,ฮาลาล,할랄,halal
435,ファーストフード,fast food,速食,速食,ฟาสต์ฟู้ด,패스트 푸드,đồ ăn nhanh
436,和食,japanese food,和食,和食,อาหารญี่ปุ่น,일식,đồ ăn Nhật Bản
437,ファミレス,family restaurant,家庭餐廳,家庭餐厅,family restaurant,패밀리 레스토랑,quán ăn gia đình
438,チーズフォンデュ,cheese fondue,,起司锅,ฟองดูชีส,치즈 퐁듀,món Fondue phô mai
439,おでん,oden,關東煮,关东煮,โอเด้ง,오뎅,oden
440,うどん,udon,烏龍麵,乌龙麵,อุด้ง,우동,mỳ udon
441,ウニ,sea urchin,海膽,海胆,หอยเม่น,성게,nhím biển
442,昼食,lunch,午餐,午餐,อาหารกลางวัน,점심,bữa trưa
443,ミシュラン,michelin,米其林,米其林,มิชลิน,미슐랭,sao michelin
444,お菓子,snacks,零食,零食,ขนม,과자,đồ ăn nhẹ
445,ウイスキー,whisky,,威士忌,วิสกี้,위스키,whisky
446,チョコレート,chocolate,巧克力,巧克力,ช็อกโกแลต,초콜릿,sô cô la
447,酎ハイ,chuhai,,碳酸酒,ชูไฮ,츄하이,rượu chuhai
448,和菓子,wagashi,和菓子,和菓子,ขนมญี่ปุ่น,화과자,bánh kẹo Nhật Bản (wagashi)
449,蕎麦,soba,蕎麥麵,荞麦麵,โซบะ,메밀국수,mỳ soba
450,焼き鳥,yakitori,烤雞肉串,烤鸡肉串,ยากิโทริ,닭꼬치,thịt gà xiên nướng (yakitori)
451,ビュッフェ,buffet,,自助餐,บุฟเฟ่ต์,뷔페,tiệc đứng
452,郷土料理,local cuisine,鄉土料理,乡土料理,อาหารท้องถิ่น,향토요리,ẩm thực địa phương
453,朝食,breakfast,早餐,早餐,อาหารเช้า,조식,bữa ăn sáng
454,アイスクリーム,ice cream,冰品,冰品,ไอศกรีม,아이스크림,kem
455,コーヒー,coffee,咖啡,咖啡,กาแฟ,커피,cà phê
456,パンケーキ,pancake,鬆餅,鬆饼,แพนเค้ก,팬케이크,bánh kếp
457,オムライス,omurice,,蛋包饭,ข้าวห่อไข่,오므라이스,cơm cuộn trứng
458,ナポリタン,napolitan,,,napolitan,나폴리탄 스파게티,mỳ Ý Napolitan
459,エビフライ,fried shrimp,,炸虾,กุ้งทอด,새우 튀김,tôm chiên
460,親子丼,oyako-don,,亲子丼,โอยาโกะด้ง,오야코돈,cơm oyako-don
461,ラーメン,ramen,拉麵,拉麵,ราเมง,라멘,mỳ ramen
462,酒,alcohol,酒,酒,เหล้า,술,"rượu, có cồn"
463,食堂,cafeteria,食堂,食堂,โรงอาหาร,식당,quán cà phê
464,鉄板焼き,teppanyaki,鐵板燒,铁板烧,เทปปังยากิ,철판구이,món nướng teppanyaki
465,マカロン,macaron,,马卡龙,มาการอง,마카롱,bánh macaron
466,グミ,gummies,,软糖,เยลลี่,젤리,kẹo dẻo
467,弁当,bento,便當,便当,เบนโตะ,도시락,cơm hộp (bento)
468,焼肉,yakiniku,燒肉,烧肉,ยากินิคุ,야키니쿠,thịt nướng (yakiniku)
469,ラムネ,ramune,,,รามูเนะ,라무네,nước ngọt (ramune)
470,ふりかけ,furikake,,,ผงโรยข้าว,후리카케,thức ăn rắc lên cơm (furikake)
471,かき氷,shaved ice,,,น้ำแข็งไส,빙수,đá bào
472,お茶漬け,ochazuke,,茶泡饭,โอฉะสึเกะ,오챠즈케,chè/ trà trộn vào cơm
473,ミルク,milk,,牛奶,นม,밀크,sữa
474,寿司,sushi,壽司,寿司,ซูชิ,초밥,sushi
475,豆腐,tofu,,豆腐,เต้าหู้,두부,đậu hũ
476,豆乳,soy milk,,豆浆,น้ำเต้าหู้,두유,sữa đậu nành
477,あんこ,anko,,,ถั่วแดงกวน,팥소,bánh anko
478,もち,mochi,,麻糬,โมจิ,떡,nếp
479,緑茶,green tea,,绿茶,ชาเขียว,녹차,trà xanh
480,枝豆,edamame,,,ถั่วแระญี่ปุ่น,에다마메,đậu nành non
481,味噌,miso,,味噌,มิโซะ,미소,tương miso
482,醤油,soy sauce,,酱油,โชยุ,간장,nước tương
483,海鮮,seafood,海鮮,海鲜,อาหารทะเล,해산물,đồ ăn biển
484,虫,bugs,,,แมลง,벌레,nhộng
485,パルフェ・パフェ,parfait,,,พาเฟ่ต์,파르페,món kem trái cây parfait
486,ズワイガニ,snow crab,,,ปูหิมะ,바다참게,cua tuyết
487,こばこかに,kobako crab,,,ปูโคบาโกะ,대게,cua kobako
488,治部煮,jibuni,,,จิบุนิ,지부니,món nấu jibuni
489,しゃぶしゃぶ,shabu-shabu,,涮涮锅,ชาบูชาบู,샤부샤부,lẩu shabu-shabu
490,牛丼,gyudon,,牛丼,ข้าวหน้าเนื้อ,소고기 덮밥,cơm thịt bò gyudon
491,うな丼,unadon,,,ข้าวหน้าปลาไหล,장어 덮밥,cơm lươn unadon
492,カツ丼,katsudon,,,คัตสึด้ง,돈가스 덮밥,cơm thịt lợn chiên bột katsudon
493,フグ,blowfish,,河豚,ปลาปักเป้า,복어,cá bơn
494,チーズケーキ,cheesecake,,,ชีสเค้ก,치즈 케이크,bánh pho mát
495,バウムクーヘン,baumkuchen,,,บามคูเฮง,바움쿠헨,bánh baumkuchen
496,スープカレー,soup curry,,汤咖哩,ซุปแกงกะหรี่,스프 카레,súp cà ri
497,そうめん,somen noodles,,,โซเมง,소면,mì somen
498,柿,persimmon,,,ลูกพลับ,감,hồng
499,たこ,octopus,,章鱼,หมึกยักษ์,문어,bạch tuộc
500,いか,squid,,,หมึก,오징어,mực ống
501,どら焼き,dorayaki,,铜锣烧,โดรายากิ,도라야키,bánh rán dorayaki
502,プリン,pudding,,布丁,พุดดิ้ง,푸딩,kem flan
503,ハンバーグ,hamburg steak,,,แฮมเบิร์ก,햄버그,bít tết hamburg
504,串カツ,pork skewers,,,คุชิคัตสึ,쿠시카츠,xiên thịt lợn
505,メイド喫茶,maid cafe,,,เมดคาเฟ่,메이드 카페,quán cà phê hầu gái
506,回転寿司,sushi train,迴轉壽司,迴转寿司,ซูชิสายพาน,회전 초밥,sushi băng chuyền
507,広島風お好み焼き,hiroshima style okonomiyaki,,广岛烧,ฮิโรชิม่ายากิ,히로시마식 오코노미야키,bánh xèo okonomiyaki kiểu Hiroshima
508,煎餅,rice cracker,仙貝,仙贝,เซมเบ้,센베이 과자,bánh gạo
509,もんじゃ焼き,monjayaki,文字燒,文字烧,มอนจายากิ,몬쟈야키,bánh xèo monjayaki
510,パスタ,pasta,義大利麵,义大利麵,พาสต้า,파스타,mỳ pasta
511,コロッケ,croquettes,,可乐饼,โคร็อคเกะ,고로케,món viên cờ rốc kê
512,バー,bar,酒吧,酒吧,บาร์,바,bar
513,ステーキ,steak,牛排,牛排,สเต็ก,스테이크,steak
514,大阪風お好み焼き,osaka-style okonomiyaki,,大坂烧,โอโคโนมิยากิสไตล์โอซาก้า,오사카식 오코노미야키,bánh xèo okonomiyaki kiểu Osaka
